Gene ID,Adrenal Gland,Cerebral Cortex,Colon,Esophagus,Gallbladder,Heart,Kidney,Liver,Lung,Ovary,Pancreas,Placenta,Prostate,Rectum,Testis,Urinary Bladder
ENSG00000143590,2,20,5,20,2,0.3,0.6,0.2,2,3,0.2,1,2,6,5,2
ENSG00000143595,0,0,0,0.3,0.3,0.5,0.1,0,0.6,0,0,0.5,0.1,0.1,0.6,0
ENSG00000143603,2,37,4,4,5,2,3,0.1,3,1,0.1,0.1,5,3,0.7,6
ENSG00000143612,192,192,172,167,202,130,200,143,203,157,45,139,197,193,162,209
ENSG00000143614,14,47,13,14,16,8,13,9,27,35,3,19,16,14,23,15
ENSG00000143621,159,139,193,152,177,63,137,67,155,197,24,207,165,200,285,199
ENSG00000143622,22,21,22,41,44,10,27,9,41,25,3,33,28,22,25,43
ENSG00000143624,31,36,14,24,46,12,15,7,55,64,5,35,43,24,61,34
ENSG00000143627,0.1,0.5,0.9,0,0,0,66,102,0,0,0,0.2,0,0.5,2,0
ENSG00000143630,5,15,5,5,4,0.8,9,16,4,10,1,4,6,10,4,5
ENSG00000143631,0.8,1,0.1,12,0.8,0.2,0.6,0.1,0.2,4,0.1,0.3,0.5,0.2,0.6,0.4
ENSG00000143632,0.8,3,0.4,2,0.8,4847,4,0.5,0.1,0,0,3,24,0,0.2,13
ENSG00000143633,8,5,11,7,10,3,4,5,7,9,1,12,11,12,6,10
ENSG00000143641,54,32,31,29,47,16,23,40,37,70,17,51,31,20,47,50
ENSG00000143643,13,19,25,11,23,5,5,4,23,12,4,19,13,39,10,19
ENSG00000143653,137,96,60,21,72,33,63,131,57,62,8,72,108,57,521,178
ENSG00000143669,6,9,9,9,16,2,5,4,13,12,0.9,9,8,8,20,12
ENSG00000143674,7,3,11,3,4,0.4,14,3,9,2,6,0.7,2,11,24,2
ENSG00000143702,14,46,6,8,22,7,5,5,18,26,0.7,18,10,8,31,18
ENSG00000143727,105,67,64,45,63,24,54,42,65,79,17,81,73,63,78,60
ENSG00000143740,24,24,7,9,12,14,8,5,12,36,2,17,13,5,34,13
ENSG00000143742,589,490,451,325,425,182,339,289,399,402,51,280,470,415,326,465
ENSG00000143748,13,11,12,12,14,4,7,4,17,22,2,25,20,18,15,17
ENSG00000143751,27,22,24,32,42,10,16,19,36,41,5,38,31,27,36,36
ENSG00000143753,76,114,41,115,120,40,48,32,147,73,9,328,246,57,68,135
ENSG00000143756,20,34,27,39,38,9,23,18,30,37,4,24,31,28,27,36
ENSG00000143761,291,325,320,333,387,205,198,133,435,417,77,575,467,239,417,353
ENSG00000143768,4,0.5,1,0.5,2,2,0.5,0.1,5,41,0.1,11,3,0.5,11,2
ENSG00000143771,16,20,21,18,20,7,17,7,25,26,2,27,17,16,14,21
ENSG00000143772,8,95,12,27,32,8,24,2,47,23,2,39,40,12,12,44
ENSG00000143774,83,76,33,80,73,35,33,20,95,54,15,75,63,19,60,68
ENSG00000143776,24,39,25,21,41,11,28,13,27,35,5,27,39,18,53,33
ENSG00000143786,0.9,10,0.4,0.7,2,0.3,2,0.3,1,5,2,0.5,1,0.7,5,1
ENSG00000143793,6,8,4,5,4,2,3,2,9,14,2,10,12,3,8,5
ENSG00000143797,6,46,20,56,18,6,15,1,25,19,0.8,11,53,27,11,13
ENSG00000143799,39,101,51,47,47,34,30,26,58,54,12,110,77,61,103,80
ENSG00000143801,26,19,12,13,20,8,9,5,24,15,11,17,33,12,29,18
ENSG00000143811,53,47,21,28,42,25,20,9,55,59,9,45,52,26,44,45
ENSG00000143815,19,24,84,72,77,7,25,45,59,46,7,64,61,90,55,84
ENSG00000143816,3,2,4,8,7,9,0.5,0.3,18,11,1,7,6,3,5,4
ENSG00000143819,1281,113,92,165,244,37,141,990,343,556,167,66,173,91,200,127
ENSG00000143839,0.5,0,0.9,0.1,0.5,0,28,0.3,1,25,0,45,0.8,0.8,2,2
ENSG00000143842,12,7,11,12,16,6,16,4,31,15,3,44,28,11,10,20
ENSG00000143845,7,7,2,25,8,1,60,69,4,43,2,6,11,2,120,6
ENSG00000143847,1,20,0.5,1,4,16,2,0,2,0.6,0.1,7,1,0.6,6,0.5
ENSG00000143850,14,33,47,15,31,14,33,10,11,7,3,26,26,51,10,19
ENSG00000143851,11,0.6,5,3,13,0.4,1,1,10,2,0.2,2,2,8,27,18
ENSG00000143858,4,4,0.5,0.1,1,0.3,0.3,0.1,0.5,3,0,0.3,1,1,2,0.6
ENSG00000143862,72,174,32,44,71,31,39,34,90,66,11,96,71,23,53,56
ENSG00000143867,2,0.7,3,4,14,2,0.5,0.1,9,3,0.6,7,10,3,11,13
ENSG00000143869,1,1,0.7,3,2,1,7,2,2,0.5,0.3,2,11,0.5,0.9,6
ENSG00000143870,112,73,153,100,137,46,81,88,115,119,45,225,150,167,75,155
ENSG00000143878,1401,397,216,381,643,103,257,754,374,684,36,427,637,123,151,554
ENSG00000143882,4,2,3,27,3,0.8,24,1,2,3,0.3,84,4,6,4,2
ENSG00000143889,27,32,22,25,33,9,16,8,31,36,4,25,33,22,59,30
ENSG00000143891,128,7,69,13,47,13,165,61,46,47,6,21,30,74,15,35
ENSG00000143919,3,5,4,4,4,1,3,2,4,2,1,2,4,4,8,4
ENSG00000143921,0.3,0.4,0.3,0,5,0,0.2,58,0,0.1,0,0,0,0.4,0.2,0
ENSG00000143924,34,12,48,25,67,5,32,43,59,23,9,87,26,58,52,56
ENSG00000143933,329,528,336,160,305,95,129,116,285,256,20,218,270,312,398,237
ENSG00000143942,13,7,13,11,4,2,5,5,5,1,0.9,2,5,9,19,13
ENSG00000143947,524,276,582,386,376,147,321,223,414,1822,137,535,578,496,197,524
ENSG00000143951,2,5,2,2,3,2,2,1,3,6,0.3,3,3,2,6,3
ENSG00000143952,33,17,30,32,43,10,26,19,42,47,8,34,53,34,46,37
ENSG00000143954,4,0,0,0,0,0,0,0,0,0,9,2,0,0,37,0
ENSG00000143970,15,15,18,18,20,6,15,7,17,17,3,17,15,18,36,22
ENSG00000143971,25,11,13,17,25,6,15,6,32,37,4,18,24,19,23,26
ENSG00000143977,57,30,58,23,28,14,47,31,37,38,4,65,45,44,43,34
ENSG00000143994,0.6,1,0.2,0.4,0.8,0.8,0.5,1,0.4,2,0.1,0.3,2,0.4,45,0.2
ENSG00000143995,30,5,8,20,20,5,5,1,25,28,5,17,25,10,3,20
ENSG00000144010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
ENSG00000144015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
ENSG00000144021,84,82,51,48,70,37,59,33,76,75,10,77,69,67,56,67
ENSG00000144026,10,9,8,7,10,3,5,2,12,37,2,11,19,13,11,10
ENSG00000144028,53,61,58,59,80,25,42,25,87,143,13,94,80,70,121,76
ENSG00000144029,22,23,25,18,18,15,18,15,25,26,3,23,23,29,23,22
ENSG00000144031,2,0.5,0.8,1,2,0.4,0.6,0.5,1,5,2,0.8,2,0.7,25,2
ENSG00000144034,24,24,32,24,23,11,25,16,23,46,4,26,34,28,57,29
ENSG00000144035,0.5,1,5,0,2,0,1236,61,0.1,5,0,0,0.7,0.3,2,0.2
ENSG00000144036,21,41,9,27,14,33,8,3,15,30,2,25,15,9,14,17
ENSG00000144040,8,57,4,2,5,1,9,9,4,3,0.4,4,6,5,5,4
ENSG00000144043,76,52,50,53,76,33,52,26,83,120,16,73,80,73,90,70
ENSG00000144045,4,0.9,25,6,0.8,0,0,0,0.4,0.2,0,3,0.4,35,4,6
ENSG00000144048,19,17,20,39,28,7,16,8,22,36,2,28,26,21,26,33
ENSG00000144057,0.3,34,2,4,20,0.4,0.8,3,1,0.3,0,3,2,5,14,3
ENSG00000144061,3,2,0.7,1,4,0.9,3,0.2,4,4,0.3,0.9,4,1,22,2
ENSG00000144063,3,5,140,431,48,11,9,2,198,1,1,11,36,144,26,85
ENSG00000144115,22,4,7,7,12,6,21,9,13,17,3,14,18,7,12,7
ENSG00000144118,65,82,104,149,135,43,78,31,128,72,8,145,122,102,83,110
ENSG00000144119,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
ENSG00000144120,8,11,10,5,7,4,9,5,6,12,1,5,10,11,12,6
ENSG00000144130,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.2,0.1,0.3,6,0.2
ENSG00000144134,3,11,5,5,8,2,4,1,9,13,0.7,5,11,8,17,5
ENSG00000144136,18,37,48,14,50,6,12,29,30,10,9,60,17,36,37,52
ENSG00000144152,2,2,1,1,4,0.6,0.6,1,3,0.6,0.3,3,3,0.8,0.4,1
ENSG00000144158,1,0.6,0.3,3,2,2,0.2,0.6,0.8,0.5,0.1,2,0.7,2,3,3
ENSG00000144161,5,14,5,6,4,4,5,2,6,11,1,5,9,7,12,7
ENSG00000144182,13,6,8,7,14,4,6,4,10,23,2,8,13,10,22,9
ENSG00000144188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
ENSG00000144191,0.1,2,2,3,0.1,0,0,0,0.3,0.1,0.2,0,0,3,1,2
ENSG00000144199,8,18,4,9,10,10,5,2,11,40,2,3,12,9,46,12
ENSG00000144214,1,1,1,0.6,2,0.5,18,0.4,2,3,0.1,1,2,3,9,3
ENSG00000144218,4,14,3,6,3,3,1,1,12,12,0.1,8,25,3,10,6
ENSG00000144224,138,103,109,108,202,41,82,90,134,136,27,147,181,138,158,167
ENSG00000144227,0,10,0,0,0,0,9,0,0,30,0,0,0.1,0.1,0.6,0
ENSG00000144228,17,22,26,22,32,7,18,13,29,35,3,22,32,26,14,32
ENSG00000144229,0.2,1,0.1,0.9,0.8,0.6,2,0.1,0.3,0.3,0,0.3,2,0.1,1,0.7
ENSG00000144230,2,85,1,4,4,5,1,0.3,11,0.8,0.6,5,4,4,2,2
ENSG00000144231,16,27,17,17,17,7,11,11,18,29,4,22,20,18,74,21
ENSG00000144233,23,18,22,22,35,8,15,10,32,31,7,35,25,25,55,32
ENSG00000144278,11,25,0.4,0.4,2,0,0.2,0,5,1,0.2,1,4,0.7,1,1
ENSG00000144283,14,71,23,34,44,17,70,14,36,34,5,13,32,28,27,40
ENSG00000144285,0.2,25,0,0,0,0,0.1,0,6,0,0,0.2,0,0,0.6,0.1
ENSG00000144290,5,114,3,0.1,0.8,0,0,0.3,0.2,0,0.6,0.1,0.3,3,1,0.9
ENSG00000144306,25,42,20,25,22,19,19,13,24,21,3,20,35,20,17,28
ENSG00000144320,15,33,24,20,18,5,10,9,15,17,1,11,23,18,20,16
ENSG00000144331,6,13,0.9,2,1,13,6,9,30,29,0.1,2,15,0.8,18,2
ENSG00000144339,3,35,1,0.9,3,0.1,0,0,0.3,0.1,0,0,41,2,1,0.5
ENSG00000144354,0.6,2,41,17,5,0.5,0.6,0.3,4,3,0.4,23,12,59,17,10
ENSG00000144355,5,8,0.2,0.1,0.4,0,0,0,0,0.2,0,0,0.8,0.4,0.1,0
ENSG00000144357,33,59,24,31,32,31,26,21,25,31,5,22,40,21,35,27
ENSG00000144362,5,7,10,5,9,2,6,2,8,12,2,6,31,11,29,8
ENSG00000144366,18,6,6,15,19,1,11,0.3,11,25,3,16,22,7,23,11
ENSG00000144369,44,240,5,5,20,2,3,0.5,5,37,0.5,13,9,6,3,10
ENSG00000144381,1115,156,240,157,202,80,348,293,135,296,39,269,182,294,122,191
ENSG00000144395,0.2,0.5,0.5,0.5,1,0.1,2,1,0.4,0.5,0,1,0.3,1,18,0.4
ENSG00000144401,6,9,5,4,7,3,5,4,9,9,1,10,9,7,7,8
ENSG00000144406,9,27,0.2,0.1,3,0.1,0.1,0,0.2,2,0.4,0.2,2,0.3,9,0.3
ENSG00000144407,0.6,2,0.1,0,0.5,0,16,0.6,0.1,0.1,0.1,2,0.5,0.2,2,0.1
ENSG00000144410,2,0.5,0.5,0.6,1,0.3,2,0.3,0.7,1,0.1,0.4,2,1,2,0.2
ENSG00000144426,4,2,15,5,10,2,9,4,7,9,0.9,5,5,9,7,8
ENSG00000144445,11,8,6,8,26,4,16,5,16,38,2,8,19,7,34,14
ENSG00000144451,6,12,6,9,10,3,7,3,6,11,1,4,10,6,28,10
ENSG00000144452,0,0.2,0.1,1,0.2,0,0.1,0,0,0.3,0,2,0.2,0.1,2,0.5
ENSG00000144455,15,7,19,18,23,3,20,9,19,19,2,16,20,23,6,19
ENSG00000144460,0.2,4,0,0.2,0.1,0,0,0,0.5,0,0,0,0,0.1,0.2,0.3
ENSG00000144468,14,10,14,15,20,7,11,9,17,22,3,15,22,17,26,25
ENSG00000144476,11,16,30,46,71,40,12,9,47,30,12,280,46,52,45,211
ENSG00000144481,0.1,0.4,0,0,0.1,0,0.1,32,0,0,0,0,177,0.1,1,0.1
ENSG00000144485,7,23,18,1,4,0.8,2,0.3,3,1,3,3,3,13,16,1
ENSG00000144488,0.4,0.1,0.2,0.3,0.2,0.4,0.1,0.1,0.3,1,0,0.3,1,0.2,1,0.7
ENSG00000144504,2,2,3,3,4,0.8,1,0.9,6,5,0.9,3,4,3,27,4
ENSG00000144524,20,21,10,14,19,7,7,5,20,27,2,24,25,18,40,19
ENSG00000144535,6,7,6,8,8,3,4,2,9,11,1,8,9,7,15,7
ENSG00000144550,1,22,0.2,0.2,0.3,0,0.2,0,0.6,0.1,0,0,0,0.3,2,0
ENSG00000144554,1,2,6,4,4,0.4,1,1,4,6,0.3,8,4,10,30,6
ENSG00000144559,5,5,4,5,6,2,2,1,5,14,0.8,6,9,6,7,7
ENSG00000144560,25,20,13,15,35,7,14,4,25,71,3,24,22,13,25,29
ENSG00000144566,55,105,54,93,97,32,40,37,74,50,10,110,71,60,48,77
ENSG00000144567,54,122,46,46,53,15,48,18,64,103,12,55,63,52,181,58
ENSG00000144579,50,25,61,67,83,38,54,28,124,140,17,160,123,56,29,87
ENSG00000144580,28,24,23,27,32,8,10,12,29,29,4,31,23,34,48,28
ENSG00000144583,2,14,0.5,0,0,0,0.1,0,0.1,0,0.2,2,0.1,0.5,0.2,0.2
ENSG00000144589,11,15,9,11,15,4,6,1,19,23,3,18,13,10,54,13
ENSG00000144591,16,11,17,11,23,6,8,7,17,18,5,25,30,24,11,22
ENSG00000144596,1,3,0.5,1,4,9,2,0,0.8,7,0,9,2,1,2,1
ENSG00000144597,17,28,16,21,27,4,12,15,20,13,3,20,20,18,23,20
ENSG00000144619,1,12,6,5,10,2,5,2,5,2,0.7,10,7,5,11,8
ENSG00000144635,13,38,15,18,26,23,15,8,26,24,3,17,30,17,56,23
ENSG00000144642,19,3,5,7,18,6,5,5,24,25,0.6,16,9,5,5,8
ENSG00000144644,0.1,0.1,0,0.2,0,0.2,0.3,0,0.2,0.2,0,0.1,0.4,0,0.1,0.3
ENSG00000144645,2,5,5,11,15,1,9,0.7,6,3,0.2,21,10,7,22,20
ENSG00000144647,28,59,8,18,28,18,16,3,27,50,7,18,33,7,41,24
ENSG00000144648,0.9,0.9,2,0.9,1,0.3,0.9,4,2,0.2,0.1,29,0.5,2,2,1
ENSG00000144649,5,10,2,5,19,0.6,2,6,4,8,0.7,8,6,2,8,8
ENSG00000144655,155,35,33,121,220,16,18,52,69,114,18,69,78,29,32,112
ENSG00000144659,63,38,55,31,50,21,42,36,61,123,17,43,74,76,53,60
ENSG00000144668,41,9,15,35,38,23,8,16,26,15,0.8,31,31,19,28,24
ENSG00000144671,0,0.1,0,0.3,0.1,0,0.4,0,0,0,0,0.1,0.1,0.1,17,0
ENSG00000144674,52,45,70,69,59,40,62,46,44,44,13,79,72,55,119,49
ENSG00000144677,17,18,49,43,89,26,48,9,71,47,5,76,50,58,25,49
ENSG00000144681,9,1,0.9,3,9,0.2,4,0.6,20,6,0.1,0.5,30,1,3,6
ENSG00000144711,42,109,18,21,35,25,23,11,58,48,8,61,52,16,32,37
ENSG00000144712,5,11,1,4,6,24,3,0.9,5,9,0.6,3,6,2,41,5
ENSG00000144713,370,154,380,288,316,127,180,193,331,1598,166,452,399,440,219,396
ENSG00000144724,25,21,13,8,18,6,20,5,25,25,1,19,16,11,18,17
ENSG00000144730,2,17,3,6,13,2,14,0.3,2,24,0.4,1,15,3,33,6
ENSG00000144736,9,6,10,9,11,6,6,4,10,13,1,8,10,12,17,13
ENSG00000144741,8,11,7,10,11,6,7,5,9,18,3,9,10,9,13,10
ENSG00000144744,46,58,42,46,60,39,28,15,54,47,4,68,61,50,42,67
ENSG00000144746,300,271,206,196,344,212,103,75,332,208,23,260,364,184,101,383
ENSG00000144747,32,31,46,39,67,11,27,15,47,48,7,57,51,41,109,54
ENSG00000144749,7,112,37,38,75,36,9,15,71,53,63,16,92,45,55,25
ENSG00000144771,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.6
ENSG00000144785,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0
ENSG00000144791,6,4,12,10,18,7,5,4,42,7,2,12,12,13,5,17
ENSG00000144792,2,3,2,1,3,0.7,1,0.3,3,14,0.2,3,7,1,5,2
ENSG00000144802,21,4,34,41,100,6,10,30,77,23,5,35,52,51,5,131
ENSG00000144810,11,2,6,13,16,21,4,0.7,59,8,0.3,5,17,7,0.8,55
ENSG00000144815,9,32,7,11,15,13,4,2,17,15,0.8,12,15,8,13,20
ENSG00000144820,0,0,10,0,2,0,0.1,15,0,0,0,0,0,7,0.2,0
ENSG00000144821,1,4,2,0.1,0.8,0.6,0.1,0,1,0.2,0.1,0.2,0.6,3,2,0.3
ENSG00000144824,7,3,8,13,28,18,28,20,31,14,2,57,23,9,4,30
ENSG00000144827,54,54,35,25,31,25,67,28,36,62,5,32,62,36,50,37
ENSG00000144834,54,444,1,0.2,0.2,0.1,2,0,0.2,0.1,2,0,0.5,2,0.3,0.4
ENSG00000144837,1,4,7,3,7,2,10,25,31,1,0.9,12,16,5,8,12
ENSG00000144840,48,29,25,24,26,10,22,12,26,39,4,25,34,26,17,29
ENSG00000144843,11,4,6,8,18,6,6,2,30,3,2,23,15,9,7,19
ENSG00000144847,13,35,0.8,2,3,0.9,11,0,0.3,34,1,0.2,0.6,0.9,60,0.3
ENSG00000144848,26,23,25,24,27,10,18,12,23,21,5,28,19,27,66,30
ENSG00000144852,0.4,0.2,20,0,19,0.1,0.1,35,0.3,0.4,0.1,0.1,0.2,27,0.3,0.1
ENSG00000144857,4,4,5,23,33,4,2,0.1,5,25,3,3,29,4,7,21
ENSG00000144867,37,31,38,35,32,9,24,27,21,29,23,32,38,42,56,39
ENSG00000144868,8,14,0.7,8,0.9,2,0.1,0,8,0.2,0.1,3,1,1,11,4
ENSG00000144891,68,0.2,5,5,17,6,15,74,11,8,0.9,253,12,4,5,18
ENSG00000144893,2,6,0.2,0.3,1,0.1,0.2,0.1,0.2,0.5,0,3,1,0.3,9,0.4
ENSG00000144895,78,50,79,83,91,40,55,40,74,158,23,76,83,82,44,108
ENSG00000144908,17,17,3,3,1,4,62,84,0.4,17,2,0.1,4,2,10,18
ENSG00000144909,15,35,24,28,32,9,17,31,46,21,2,38,19,25,42,33
ENSG00000144935,12,25,5,10,17,11,5,1,10,44,0.6,8,20,6,17,12
ENSG00000144959,40,81,27,11,29,13,30,6,50,5,2,22,19,31,6,18
ENSG00000144962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0
ENSG00000145002,0.2,0.8,0.1,0.5,0.1,0.1,0.5,0,0.3,2,0,0,2,0.4,0.2,0
ENSG00000145012,18,4,48,69,39,10,16,10,20,23,2,17,61,34,17,46
ENSG00000145014,2,4,11,4,12,3,2,1,13,7,0.5,13,6,14,4,7
ENSG00000145016,12,34,10,14,17,6,7,3,21,18,3,13,10,11,37,16
ENSG00000145020,21,9,18,10,23,15,26,26,27,49,6,11,35,26,14,14
ENSG00000145022,56,67,39,24,53,15,54,30,62,65,7,40,91,60,34,43
ENSG00000145029,23,57,14,21,31,15,20,8,47,61,4,22,43,20,45,23
ENSG00000145040,0,0.2,0.3,1,0.8,0,0.2,0,0,0,0,0.4,2,0.2,1,0.5
ENSG00000145041,20,15,17,18,22,6,15,10,22,26,4,22,21,22,150,23
ENSG00000145050,45,25,58,39,43,15,23,26,35,33,10,94,84,70,69,63
ENSG00000145063,0,5,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.9,0
ENSG00000145075,3,4,2,2,7,0.9,1,0.6,7,17,0.4,2,5,4,22,3
ENSG00000145087,4,27,0.3,0.2,0.1,0,0,0,0,20,0.1,0.1,5,0.3,3,0.4
ENSG00000145088,5,5,10,4,11,2,33,2,5,3,0.4,6,43,16,13,22
ENSG00000145103,0.9,0,17,5,13,0,13,0.1,9,0,3,6,21,17,2,9
ENSG00000145107,0.1,0,0.2,1,0.5,0.1,0.1,0.2,0.4,0.6,0,0.3,0.3,0.3,2,0.2
ENSG00000145113,0.1,0.1,24,8,0.2,0,0.5,0.1,1,0.2,0,0.1,2,37,2,7
ENSG00000145147,50,12,10,11,26,4,22,2,68,7,1,40,27,10,3,16
ENSG00000145191,29,28,23,29,30,14,16,10,37,42,5,36,49,42,28,32
ENSG00000145192,0,0,0,0,0,0,0.4,3970,0,0,0.4,0,0,0.1,2,0
ENSG00000145194,15,13,2,2,1,0.7,0.9,1,0.8,0.2,6,2,2,2,7,2
ENSG00000145198,153,12,0.7,0.2,0.2,0,0.1,0,0.3,0.3,3,0,0.6,1,4,0.3
ENSG00000145214,11,19,19,10,13,3,6,3,16,9,4,12,13,10,21,13
ENSG00000145216,14,23,14,12,16,7,10,8,17,29,2,23,16,16,46,20
ENSG00000145217,6,3,2,0.9,3,0.5,15,4,3,2,0.7,0.7,4,0.9,2,2
ENSG00000145220,16,11,21,25,20,10,7,8,29,27,3,21,18,17,237,21
ENSG00000145241,13,11,10,12,18,4,9,6,14,28,5,11,21,12,24,15
ENSG00000145242,2,16,0.2,0.2,0.1,0.3,0.1,0,0.1,7,0,0.8,3,0.2,2,0.2
ENSG00000145244,0.4,0.1,0.1,1,13,35,0.5,0,3,0.1,0.1,0.6,2,0.1,2,2
ENSG00000145246,21,7,10,31,25,6,19,3,22,28,2,41,16,12,8,28
ENSG00000145247,16,26,56,16,55,4,131,62,23,12,6,10,36,44,9,34
ENSG00000145248,15,5,1,0.2,0.7,0.1,0,0,1,0.1,0,0.4,0.5,1,2,0
ENSG00000145283,1,0,0.5,28,5,0.7,0.5,0,0.6,0.2,0.5,0.5,2,0.5,10,3
ENSG00000145284,276,484,5,11,27,4,43,2,47,222,14,16,26,5,91,16
ENSG00000145287,1,0.3,91,41,5,0.2,0.7,4,32,0.6,0.1,16,2,80,0.3,9
ENSG00000145293,56,190,53,57,53,21,51,21,52,62,11,83,88,56,33,58
ENSG00000145309,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,270,0
ENSG00000145321,0,0,0,0.2,1019,0,29,5326,0,0,15,0,0,0,0.1,0.3
ENSG00000145331,6,5,5,6,8,1,5,6,5,9,1,8,9,6,19,7
ENSG00000145332,15,16,15,11,13,4,19,9,12,14,2,10,13,18,9,15
ENSG00000145335,7,291,4,5,6,5,5,0.7,8,28,0.2,13,9,4,2,7
ENSG00000145337,23,18,15,18,20,8,12,8,23,24,5,19,22,16,17,21
ENSG00000145348,11,15,7,7,18,3,9,4,12,23,1,13,13,10,13,14
ENSG00000145349,35,69,49,32,46,69,15,22,39,36,3,17,43,48,27,34
ENSG00000145354,56,59,45,30,45,14,40,51,35,31,7,38,45,39,26,53
ENSG00000145358,2,4,1,2,2,2,17,0.3,2,18,0.1,5,9,2,7,3
ENSG00000145362,14,134,7,10,22,30,73,0.9,5,32,0.5,2,6,9,10,8
ENSG00000145365,10,5,10,25,16,6,5,10,16,17,11,23,17,9,4,21
ENSG00000145375,3,3,3,3,4,1,3,2,3,4,0.4,4,4,4,9,3
ENSG00000145384,0,0,79,0.1,0,0.1,0.2,0,0,0,0,0,0.1,64,0,0
ENSG00000145386,2,4,25,20,8,0.8,0.7,4,4,7,0.2,43,4,25,22,15
ENSG00000145388,13,13,14,13,18,5,12,8,19,24,2,17,20,13,24,16
ENSG00000145390,26,11,36,33,25,17,20,5,29,19,7,20,18,31,15,27
ENSG00000145391,25,32,21,37,54,23,11,28,34,32,5,30,57,22,23,38
ENSG00000145414,10,10,7,8,9,3,5,3,9,14,1,9,12,7,13,8
ENSG00000145416,4,20,4,4,11,0.6,2,2,9,4,0.3,13,4,7,4,12
ENSG00000145423,29,13,150,425,1131,0.8,5,0,59,1,21,1,123,101,4,1440
ENSG00000145425,1103,417,1329,1242,1231,360,625,423,845,4878,368,1269,1164,1253,578,1624
ENSG00000145428,3,16,0.4,0.6,1,0.9,0.1,0,2,0.1,0.1,0.4,2,0.4,2,1
ENSG00000145431,28,12,11,12,41,7,26,12,19,44,4,22,37,11,8,21
ENSG00000145439,26,26,19,16,18,13,29,34,18,25,3,16,25,23,18,24
ENSG00000145451,2,17,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.8,0
ENSG00000145476,35,17,17,11,39,7,40,68,25,18,5,6,18,22,17,17
ENSG00000145491,0.1,1,0,0.3,0.7,0.4,0.3,0.2,5,0.5,0.8,1,0.1,0.2,445,0.7
ENSG00000145494,45,55,73,27,23,58,63,37,44,32,11,54,65,30,61,28
ENSG00000145495,56,105,51,39,75,25,48,26,72,110,14,53,73,54,70,49
ENSG00000145506,4,4,1,5,4,0.9,3,0.4,30,0,0.9,7,4,0.5,12,3
ENSG00000145526,9,34,0,0,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,6,0
ENSG00000145536,0.2,3,1,2,18,0.1,5,0,0.4,30,2,0.5,0.5,0.5,0.9,4
ENSG00000145545,5,24,7,28,6,1,10,28,7,10,1,3,5,7,5,6
ENSG00000145555,5,65,25,11,14,2,16,5,33,23,7,43,10,25,33,13
ENSG00000145569,13,15,59,9,18,1,10,3,68,8,3,18,36,60,15,31
ENSG00000145592,125,87,137,59,83,30,73,60,114,383,34,129,145,104,61,88
ENSG00000145604,15,13,18,23,13,3,5,15,16,22,1,184,17,20,14,25
ENSG00000145623,35,10,16,31,98,7,14,15,57,18,4,71,29,21,12,62
ENSG00000145626,0,0,0,0,0,0,46,37,0,0,0,0,0.3,0,11,0
ENSG00000145632,12,76,16,51,70,40,10,34,72,47,8,97,29,20,87,62
ENSG00000145642,0,0.5,0,0,0,0,0,0.1,0,0.7,3,0.2,0.1,0,0.8,0
ENSG00000145649,6,0.4,25,9,40,2,6,10,56,17,0.4,10,8,37,3,50
ENSG00000145675,46,117,42,62,64,50,33,66,47,126,3,47,44,37,20,53
ENSG00000145681,0.1,3,13,2,1,2,0,0,0.2,0.6,0,74,2,14,0,0.8
ENSG00000145685,31,25,32,12,55,6,3,4,37,38,4,24,25,29,19,48
ENSG00000145687,8,18,7,16,15,7,5,1,11,28,1,9,12,7,5,11
ENSG00000145692,0.3,1,1,0.1,0.6,0,1182,705,0,0,0,0,0.5,0.2,0.5,6
ENSG00000145700,0.3,0.4,0.1,2,0.5,0,0.2,0.1,0.1,1,0.1,0.1,0.4,0.1,21,0.4
ENSG00000145703,28,2,64,6,58,3,65,126,20,26,10,69,44,48,77,21
ENSG00000145708,22,33,0.8,0.6,2,2,39,103,0.7,1,0.1,5,1,1,2,3
ENSG00000145715,35,49,31,39,55,13,21,11,44,76,5,233,38,41,80,52
ENSG00000145721,0.1,71,0.2,0,0.1,0,4,0,0.1,0.1,0,0.6,4,0.3,0.2,0
ENSG00000145723,9,8,6,6,6,6,6,3,7,14,0.9,5,8,6,11,8
ENSG00000145725,12,10,14,11,17,5,9,7,13,18,2,11,14,16,12,15
ENSG00000145730,183,59,51,55,130,620,59,6,84,147,16,56,90,68,24,95
ENSG00000145734,16,20,17,19,22,6,12,8,18,25,3,20,19,17,22,19
ENSG00000145736,2,3,2,2,3,0.5,2,0.8,3,4,0.5,2,3,2,3,3
