0,26,12,26,26,26,11,3,26,26,26,26,26,26,26,26,12,26,26,3,3,12,5,31,31,3,3,26,11,21,26,3,26,31,26,26,26,3,26,8,3
0,26,18,3,12,26,31,2,8,12,8,21,12,21,12,31,26,3,12,3,3,3,26,26,26,3,25,26,26,11,21,11,26,21,3,26,25,12,10,3,11
0,17,3,3,26,3,3,17,3,26,13,25,26,12,9,26,26,22,26,26,2,26,3,12,26,12,12,27,3,25,31,3,26,3,26,26,26,26,26,26,26
0,11,26,21,26,26,26,3,1,26,26,2,21,8,26,12,13,27,12,28,26,3,3,3,3,10,3,26,11,3,2,11,21,26,21,3,7,21,21,16,26
0,31,26,26,18,3,3,3,26,3,27,26,26,11,26,22,3,3,3,17,3,17,12,9,12,2,26,26,21,3,1,17,26,12,12,3,26,12,26,12,26
0,26,26,12,8,27,2,7,26,11,12,7,7,26,31,3,26,26,2,21,26,12,12,3,26,26,2,10,2,18,31,26,3,26,16,26,3,26,26,28,26
0,26,13,26,27,11,12,26,31,26,31,17,26,3,3,17,26,3,3,3,26,12,26,26,27,3,3,1,3,3,26,26,12,26,12,26,27,2,26,12,26
0,3,3,15,3,10,3,26,3,3,26,2,1,26,3,12,26,26,18,3,21,3,3,21,3,3,3,21,21,17,1,26,26,26,31,21,3,13,26,3,12
0,26,3,8,7,26,3,3,7,17,26,11,17,7,12,21,27,3,10,26,12,17,26,26,26,3,26,8,26,26,26,26,27,21,26,11,26,25,26,3,26
0,26,26,26,3,26,3,26,3,27,21,3,7,3,26,31,26,5,26,26,3,21,9,2,31,3,26,17,8,26,26,26,3,7,3,26,3,26,3,26,26
1,27,31,12,26,11,26,26,0,3,21,3,26,12,26,26,26,26,9,11,26,26,11,26,3,12,26,26,5,17,26,3,12,26,12,26,3,26,27,26,13
1,11,18,26,31,26,3,26,27,26,26,10,26,26,21,26,26,3,26,26,26,3,13,3,3,12,3,12,28,3,11,3,7,8,3,26,21,3,3,31,26
1,26,26,3,3,26,3,17,26,2,3,26,16,26,17,26,3,28,3,26,26,3,26,26,26,26,9,26,26,3,31,21,1,31,3,3,26,26,3,26,13
1,10,26,31,26,26,26,12,26,3,26,26,26,26,26,26,12,26,26,3,26,31,31,26,31,17,26,12,26,8,26,26,3,26,31,3,26,26,5,12,0
1,3,12,17,26,26,26,3,17,21,26,26,26,17,26,11,12,27,26,3,12,31,26,17,26,12,26,26,26,26,12,26,3,26,9,3,26,26,26,18,26
1,3,3,21,26,21,26,26,12,10,15,28,3,0,26,1,17,3,12,3,13,12,10,26,3,27,21,26,26,25,3,11,3,11,21,26,26,3,2,18,3
1,17,26,26,2,26,21,9,26,3,17,3,21,26,10,26,3,21,26,3,3,26,26,28,3,25,31,3,3,26,26,7,1,26,24,12,13,3,26,7,26
1,31,3,26,26,28,26,26,26,26,2,26,27,1,3,3,3,3,26,26,9,26,26,26,17,3,26,26,17,3,3,3,7,3,26,21,26,26,21,26,26
1,26,2,26,3,17,2,7,12,3,11,12,21,26,26,26,21,1,3,26,10,18,17,8,26,12,3,7,26,26,3,21,18,3,17,25,26,8,26,8,3
1,26,3,3,26,3,3,3,3,31,3,3,5,11,12,21,3,17,3,3,17,13,26,17,21,27,11,17,26,17,7,17,26,3,3,26,26,3,26,21,9
1,26,26,12,2,26,26,26,26,26,7,26,21,26,3,16,3,26,3,26,17,26,20,12,3,26,26,26,31,21,18,12,3,26,12,10,3,7,10,11,7
1,3,26,26,26,21,3,26,3,15,3,12,3,0,27,26,28,18,3,3,26,13,26,17,21,21,3,3,10,1,17,26,2,2,11,26,11,21,12,3,12
1,26,3,12,27,3,31,26,11,3,21,11,3,9,7,3,26,26,3,13,9,26,26,3,26,12,17,3,13,12,26,22,26,2,26,3,26,26,12,3,17
1,27,26,3,3,3,3,3,17,3,26,26,26,26,18,26,26,26,3,26,11,12,12,26,11,3,25,26,26,3,11,7,12,31,12,26,26,21,12,24,27
1,2,3,15,26,31,3,3,3,12,3,0,3,3,27,21,21,3,26,26,3,26,21,26,8,11,26,3,26,26,1,3,3,11,21,26,31,3,3,3,26
1,26,26,13,25,28,11,7,3,26,26,17,26,26,26,26,26,3,21,12,26,26,26,26,31,3,31,26,26,26,3,3,26,3,26,3,26,3,26,3,21
1,17,3,12,25,3,27,2,17,26,3,1,26,26,26,3,31,26,26,2,26,26,26,7,10,26,26,12,18,12,21,26,3,26,28,26,18,12,26,8,17
1,26,1,3,3,17,26,3,26,3,2,26,26,26,26,7,12,3,26,24,26,3,21,17,3,21,26,3,16,9,3,21,31,26,29,10,26,3,7,18,19
1,28,3,10,2,13,21,21,3,26,31,21,3,26,11,26,21,26,3,12,3,26,12,3,26,3,12,3,3,26,12,10,26,26,26,12,3,26,31,2,7
1,3,26,8,26,3,26,26,25,3,3,12,3,16,26,26,21,3,26,25,2,26,26,26,26,26,26,22,26,26,31,26,17,26,26,26,12,3,3,26,26
2,12,26,27,26,18,13,3,8,26,21,21,10,26,2,3,12,26,28,12,12,16,26,26,17,29,3,3,3,21,26,26,21,31,26,3,26,3,2,26,21
2,26,16,11,27,12,17,26,31,12,12,26,26,8,3,26,1,27,26,26,26,26,26,26,1,26,18,26,7,3,7,12,26,26,26,2,10,3,30,26,26
2,3,3,11,26,21,26,26,3,3,3,3,26,8,3,3,31,0,26,3,27,26,7,3,31,15,18,3,26,3,10,3,3,1,2,31,3,26,8,26,3
2,31,3,1,3,26,26,26,10,3,31,12,12,21,3,3,21,12,15,3,26,26,11,21,28,26,12,12,26,17,21,8,13,2,26,26,16,2,2,12,3
2,3,17,25,3,26,17,12,1,26,3,18,10,27,7,26,3,26,3,26,26,7,31,2,26,24,26,17,26,26,3,12,21,21,3,26,11,18,26,26,1
2,26,3,26,26,26,7,12,12,31,21,3,12,20,28,3,12,26,16,21,2,10,13,26,26,26,3,3,26,26,26,12,10,26,26,26,3,26,26,11,2
2,2,26,26,26,26,26,26,3,12,12,3,26,8,15,26,3,0,1,26,3,3,10,26,12,3,26,26,26,21,26,17,3,18,21,17,21,3,21,26,3
2,26,26,26,3,3,3,26,17,8,1,3,26,3,26,12,3,26,26,3,26,26,26,16,26,26,26,12,25,12,26,8,3,26,24,26,26,26,21,26,26
2,31,16,3,15,26,26,3,26,26,11,21,3,7,28,21,3,3,3,26,21,3,3,26,26,26,26,31,26,11,13,26,3,3,3,21,21,10,26,18,26
2,17,17,26,21,26,27,26,26,26,17,2,26,31,18,2,3,17,26,26,27,26,12,26,26,26,26,17,21,26,31,12,27,26,1,26,12,26,26,12,25
2,3,3,21,7,21,10,18,3,21,12,3,26,26,26,12,26,26,2,8,26,3,16,3,3,12,12,7,3,26,11,26,3,12,3,28,31,3,26,1,26
2,21,31,26,26,17,26,3,26,31,26,3,21,12,20,26,12,21,12,26,26,26,3,17,26,17,12,31,26,26,26,3,3,10,26,21,26,27,3,26,16
2,26,21,31,26,17,21,3,26,18,27,3,26,26,26,3,3,21,26,7,3,3,3,26,16,31,31,26,13,26,26,26,12,3,3,26,26,26,26,26,26
2,28,26,21,12,1,3,10,26,21,3,3,26,25,7,26,3,12,26,26,2,17,3,12,3,13,26,11,21,12,10,31,26,26,12,3,26,26,8,11,3
2,26,3,26,17,26,27,22,9,3,26,26,3,26,31,26,3,12,11,26,3,26,26,26,12,12,26,26,26,1,18,3,26,26,26,3,25,13,26,9,12
2,3,26,26,21,26,26,26,26,3,13,26,3,12,21,3,11,26,11,26,3,26,3,26,3,3,13,26,21,3,31,28,26,17,26,3,7,26,3,1,2
2,11,31,26,12,26,25,26,26,17,3,26,3,31,3,3,26,12,3,25,26,3,26,26,22,26,8,12,26,3,26,26,3,1,26,26,3,26,12,26,26
2,26,26,26,26,3,26,12,20,26,31,31,31,3,26,26,8,26,7,26,26,26,17,3,26,26,7,31,26,11,26,26,17,26,3,29,3,2,11,1,26
2,26,26,3,26,26,26,3,17,3,3,17,3,3,7,1,9,3,3,5,25,21,26,31,21,19,26,7,3,26,26,28,26,3,26,12,21,26,26,26,26
2,3,26,3,26,2,17,26,26,26,26,9,27,11,8,26,9,3,11,13,24,3,26,5,17,7,26,3,3,17,11,26,11,3,26,26,18,26,26,26,12
2,2,3,3,24,3,29,11,26,31,26,2,26,31,8,12,26,26,26,26,22,26,3,12,12,26,17,17,25,21,12,26,18,26,26,12,26,0,3,26,26
2,2,26,26,25,17,12,26,12,26,26,22,0,26,26,11,26,3,12,3,8,26,26,24,11,3,26,8,3,21,15,26,26,26,26,26,26,12,26,26,12
2,26,26,26,28,26,26,12,2,11,26,26,26,17,26,27,26,3,31,12,3,26,26,3,11,26,26,26,26,3,3,26,12,26,24,12,26,3,5,17,27
2,26,26,11,17,26,26,26,26,26,11,3,26,12,3,26,12,26,26,26,18,3,31,26,24,3,12,27,17,1,21,12,26,26,26,26,26,3,26,27,31
2,3,27,26,3,3,3,5,26,9,1,3,17,12,3,26,26,7,3,26,3,26,13,3,26,3,31,13,11,12,26,31,17,21,26,26,3,26,17,27,12
2,1,3,3,27,3,31,26,2,3,31,2,26,24,11,26,26,21,3,3,11,12,3,26,26,26,17,3,26,0,26,26,26,26,12,26,12,18,26,26,26
2,26,26,25,26,26,8,26,26,3,26,26,17,26,25,26,3,26,26,3,3,3,26,26,3,12,26,26,8,26,22,12,26,26,26,26,17,3,3,3,26
2,3,3,26,26,3,26,3,3,26,26,26,3,26,31,16,26,26,31,9,26,3,17,26,3,2,26,26,26,7,27,26,1,8,21,18,21,3,3,3,26
2,26,3,12,3,26,26,12,26,13,26,3,11,7,17,3,19,1,26,26,26,26,3,3,3,26,26,11,26,26,26,26,12,3,26,3,11,22,26,26,26
2,3,3,3,1,31,26,26,3,26,26,11,3,3,3,0,26,15,2,26,3,26,12,26,26,21,21,3,21,3,3,26,11,26,1,3,3,3,3,21,3
2,3,17,31,27,26,26,3,26,26,3,3,9,3,26,21,26,8,26,2,26,26,21,21,3,26,26,26,26,31,16,31,28,26,3,26,3,26,7,3,7
2,27,1,3,26,26,12,11,26,3,11,3,11,26,26,3,26,3,26,3,3,12,26,27,12,17,3,26,26,26,26,12,31,17,21,3,26,12,26,26,26
2,27,26,26,26,3,3,17,12,26,12,12,11,26,26,26,26,3,26,26,26,26,17,12,27,26,26,18,26,26,26,3,3,3,1,21,12,26,26,26,26
2,26,21,3,26,2,3,26,26,26,20,26,2,26,17,26,26,3,26,26,2,27,18,31,31,26,26,26,18,10,12,26,13,3,21,0,12,26,2,3,3
2,1,26,15,3,3,3,12,3,0,26,21,26,3,17,26,3,3,3,26,26,26,26,3,27,26,21,11,3,2,21,3,10,3,21,3,17,21,26,12,26
2,26,8,25,3,8,12,26,26,21,8,3,7,17,26,26,26,26,26,18,17,21,26,3,17,16,7,26,26,26,12,3,2,27,3,21,8,26,10,21,13
2,26,26,3,12,3,3,1,11,1,3,3,2,11,10,26,3,15,26,3,21,31,21,2,7,17,26,0,26,26,21,26,3,31,21,28,10,26,3,26,21
2,26,24,26,31,18,26,27,26,1,3,17,2,26,26,26,26,3,2,12,26,26,3,26,26,26,17,21,3,3,5,26,31,26,26,26,3,25,3,26,26
2,21,26,21,17,8,26,3,3,26,26,26,26,26,3,12,12,26,18,26,31,18,26,31,25,26,26,26,26,27,26,26,11,26,3,12,3,3,21,26,26
2,15,3,26,27,26,3,2,21,27,21,26,26,3,1,0,11,11,3,27,31,26,21,3,10,10,3,18,17,17,26,3,3,3,5,12,3,21,3,16,21
2,31,8,3,26,3,12,26,3,26,26,26,26,26,3,3,3,26,26,5,26,11,26,26,26,31,26,8,26,29,12,26,21,31,26,2,26,31,26,26,26
2,26,26,26,16,3,27,3,26,26,7,26,10,3,3,12,7,21,26,26,31,27,12,3,21,25,26,3,12,26,26,26,21,26,3,21,1,2,12,2,3
2,2,20,3,26,26,21,3,26,21,25,7,26,26,0,11,24,26,3,12,31,26,11,7,26,26,26,26,17,26,10,3,26,26,26,25,2,31,12,12,17
2,1,26,3,3,2,21,3,31,12,3,31,26,3,26,26,3,26,21,27,3,26,26,26,26,8,3,26,26,26,15,21,3,3,3,21,3,26,27,2,3
2,3,19,27,3,3,3,21,26,25,3,12,10,15,3,3,3,11,0,10,3,3,3,3,26,21,8,26,31,26,3,26,26,26,3,10,26,3,26,11,3
2,26,26,26,26,26,26,26,7,26,26,21,12,28,26,12,10,26,27,26,26,3,26,20,26,12,26,2,26,12,26,28,12,31,8,31,17,26,26,3,26
2,2,20,3,26,3,26,26,21,7,21,25,26,26,0,11,26,3,24,26,12,7,11,31,17,26,25,3,26,26,26,26,26,26,27,2,26,12,26,10,31
2,3,8,8,3,3,26,3,26,26,11,26,26,26,2,3,22,26,12,31,26,3,12,26,29,26,26,31,12,26,3,26,26,26,3,26,26,26,17,26,31
2,3,27,3,12,3,3,26,13,26,3,26,26,26,26,3,1,26,26,26,17,20,27,26,2,26,17,12,12,11,11,3,26,3,25,21,0,1,26,26,26
2,26,12,26,26,26,26,26,26,26,12,26,26,26,26,3,12,26,3,26,12,26,12,26,12,26,21,26,10,27,26,11,26,12,11,26,17,12,26,27,26
2,31,26,26,5,21,18,3,26,26,26,26,26,17,26,21,3,26,21,26,2,31,3,31,27,26,26,26,16,26,3,26,26,17,13,26,3,26,26,2,9
2,16,1,5,26,26,26,26,26,26,2,9,2,3,31,8,3,3,10,26,24,17,26,21,26,3,26,21,13,25,7,7,26,7,26,28,26,3,26,26,21
2,26,26,17,13,26,11,26,8,28,2,2,26,31,12,11,3,11,26,3,10,3,7,26,26,21,11,26,12,3,12,26,11,21,18,3,3,3,1,19,3
2,3,28,3,26,26,7,26,9,3,21,31,21,26,7,31,3,2,13,21,16,26,26,26,26,26,26,27,26,17,1,3,3,3,31,31,21,3,26,26,10
2,26,26,26,11,3,26,3,17,3,3,12,17,26,3,17,27,17,5,26,12,3,3,3,26,3,3,26,13,26,26,31,21,18,12,21,13,26,21,1,31
3,3,11,12,7,7,26,26,1,26,24,3,11,26,7,17,26,3,26,26,26,27,26,24,26,3,10,3,12,26,26,2,8,26,26,31,31,26,27,18,12
3,3,3,3,3,26,13,3,3,17,26,11,5,27,3,31,26,17,3,11,21,26,17,3,21,17,3,17,3,1,21,26,3,26,26,9,21,26,3,3,12
3,1,26,26,25,26,2,17,12,26,3,17,3,3,26,3,26,8,3,26,17,3,12,26,22,3,26,26,12,3,26,24,26,26,16,3,3,26,26,26,25
3,3,3,22,26,17,26,3,26,3,3,26,26,11,26,25,31,27,26,2,12,25,12,26,26,26,26,12,26,26,9,3,12,19,3,3,3,8,0,11,26
3,12,21,10,26,26,28,16,1,3,11,26,17,31,10,3,11,13,12,3,26,29,26,12,26,26,3,20,26,26,1,21,2,3,31,15,3,26,31,31,3
3,26,26,26,3,26,26,26,26,26,15,26,26,8,26,26,18,12,5,24,3,26,12,12,26,26,26,26,26,0,26,3,26,26,26,20,26,26,3,3,31
3,31,3,3,26,3,12,27,26,1,12,3,26,26,26,26,24,26,7,10,26,26,26,26,26,8,3,26,11,10,26,7,21,26,3,31,18,26,3,26,3
3,8,12,21,7,26,26,26,3,26,3,26,20,10,26,12,20,26,3,21,26,21,12,3,3,19,7,27,1,2,3,26,26,31,26,3,26,25,17,26,11
3,3,26,3,27,22,31,26,18,26,17,2,26,26,3,11,26,12,26,26,26,25,26,3,26,26,0,3,3,3,3,21,9,3,9,7,12,19,26,18,26
3,31,26,8,5,26,26,26,18,21,26,26,12,3,12,3,26,3,26,11,3,26,3,26,12,26,26,26,26,3,26,3,8,26,26,11,26,29,12,21,26
3,12,3,3,10,3,26,26,21,26,12,26,8,2,26,3,21,3,21,3,26,3,17,26,12,16,26,26,2,26,21,26,3,12,10,26,26,3,27,7,12
3,26,12,17,26,26,12,25,2,15,26,3,28,10,3,2,21,11,1,1,26,3,19,11,26,29,26,26,2,17,26,12,11,21,31,11,26,21,26,26,26
3,3,3,3,26,3,3,17,17,1,3,3,21,3,12,26,26,3,5,3,8,17,26,3,3,31,27,3,17,17,11,26,3,13,26,21,11,26,26,26,17
3,9,3,2,26,3,3,26,26,17,31,26,3,26,21,5,27,26,3,3,26,26,3,28,7,31,26,3,26,17,26,26,26,26,1,26,3,21,31,21,26
3,26,2,31,21,21,26,3,26,13,26,31,3,3,26,17,3,21,18,26,11,26,26,21,8,26,21,26,3,26,3,26,26,31,31,26,26,26,26,26,7
3,3,26,3,3,3,3,31,17,5,3,26,3,3,17,3,3,17,26,21,3,26,26,11,1,3,26,27,13,21,21,26,17,7,12,2,3,11,26,3,3
3,26,26,26,21,26,28,12,15,26,21,21,3,13,3,26,10,1,1,12,26,3,1,26,3,10,18,26,26,3,17,2,12,3,25,3,3,26,31,3,21
3,27,3,3,3,11,1,26,3,3,26,12,25,26,8,26,26,7,3,27,26,25,12,7,26,10,26,26,26,27,3,12,26,26,7,3,3,7,3,12,21
3,21,3,21,3,26,3,2,7,21,26,26,26,3,16,26,26,21,21,13,26,26,12,2,10,1,26,26,18,26,26,10,31,26,12,26,26,7,3,26,12
3,26,3,9,11,3,3,5,26,3,7,3,3,3,27,31,18,3,17,21,3,26,26,1,26,31,17,13,2,13,27,3,26,12,3,11,12,26,3,26,13
3,31,26,3,3,3,3,26,27,26,31,26,26,8,3,26,26,26,26,26,31,26,17,26,18,21,21,26,26,2,3,26,3,21,1,9,3,26,3,26,21
