Adipose,0.36746031749999997,0.6112485759999999,0.6325396825,0.38875142399999996,0.1965458937,0.5192536232,0.1164178744,0.1677826087,0.16414737440000002,0.1967838372,0.2444888323,0.1744615986,0.10238604529999999,0.6591438757000001,0.2384700789,0.22658559570000003,0.6325793651,0.7734144043,0.3674206349,0.21392841319999997,0.39219731420000004,0.11548567399999998,0.27838859850000003,0.0729725829,0.1818421796,0.2746607379,0.061888292899999996,0.0474111471,0.2472846964,0.5006938080000001,0.09320804559999998,0.26979176070000005,0.6694057587000001,0.7302082393000001,0.33059424130000004,0.14842302200000002,0.47617180540000004,0.11342875820000001,0.2619764144,0.22375047229999998,0.3230541801,0.2601879133,0.19300743419999997,0.0813255871,0.33160813440000003,0.4837410459,0.10332523280000001,0.643170555,0.3568294450000001,0.09424040609999998,0.3599490176,0.06995503460000001,0.10461010610000002,0.7211111110999999,0.27888888889999996,0.0225859427,0.6722279680999999,0.0888163599,0.3277720319
Adrenal Gland,0.35121791220000004,0.6146693885000001,0.6487820878000001,0.38533061150000003,0.19671756090000003,0.521688709,0.12236396585000002,0.15922976425000004,0.16865974974999998,0.32796870675,0.222282625,0.13980522690000002,0.1668196153,0.6476341422,0.1855462425,0.24782805145000003,0.7625440911499999,0.75217194855,0.23745590884999998,0.21344984685000004,0.3813529419,0.1858642238,0.21933298734999998,0.06339959215,0.2920457584,0.18014058685,0.07347168779999999,0.057444449200000004,0.2203251372,0.5067476312499999,0.07471651615,0.28458964710000006,0.6578957913500001,0.7154103529,0.34210420865,0.16050456410000002,0.47800030094999996,0.16312033455000002,0.19837480045,0.2206798907,0.37917492440000006,0.25796315035,0.14218203464999998,0.06957653760000002,0.3010722529,0.4867970583000001,0.14255415155,0.6160597041999999,0.38394029580000005,0.08353838734999999,0.2474693773,0.06615343459999999,0.13506486695,0.55371557025,0.44628442975000004,0.04799135645,0.7047105253999999,0.09277490960000001,0.2952894746
Bone Marrow,0.35318765670909097,0.6998383493454545,0.6468123432909092,0.3001616506545454,0.1973539757272727,0.46551742216363645,0.13732589927272726,0.19980270289090904,0.1808574051636364,0.2545130374545454,0.2071511620181818,0.11794314647272727,0.12626748250909087,0.5969924178181819,0.2767400996545456,0.19812855076363636,0.6779605986545456,0.8018714492363636,0.32203940134545456,0.25781300939999996,0.3486797792727272,0.1412020445818182,0.25230516687272725,0.09447736434545453,0.2747333361454546,0.1487797215818182,0.09400101069090909,0.042609376436363644,0.23598422734545463,0.44113011405454544,0.14205613123636363,0.3037295249090909,0.6395744659818182,0.6962704750909089,0.36042553401818184,0.16696369676363632,0.4175762752,0.14416456427272725,0.271295463890909,0.19447328594545457,0.40454569347272723,0.2477689778727273,0.15321204281818185,0.08172687925454546,0.2717114075818182,0.509806427381818,0.13675528576363635,0.6717193947090909,0.3282806052909091,0.11730978601818183,0.2528652105636363,0.07341389398181819,0.18395492554545456,0.5975980715454545,0.4024019284545454,0.03552221230909091,0.6677489275454547,0.10269793849090911,0.33225107245454544
Cortex,0.3315090808173075,0.6505612791057689,0.6684909191826919,0.3494387208942307,0.2169057118028845,0.43358189735576924,0.16733712718269228,0.18217526369230772,0.16186482193750001,0.28164164357692306,0.19626542762499993,0.11586777471153845,0.11406916022596152,0.6187880763846152,0.26714276336057696,0.2385634228509616,0.6621870032644229,0.7614365771490383,0.3378129967355769,0.2152529891490384,0.3896629434663463,0.15629283516346154,0.2387912322644231,0.09515997698076918,0.27029780706730777,0.21145367412019234,0.06495829236538458,0.05612178682692307,0.2390748172451923,0.448126628971154,0.09590611076923074,0.3357233221490383,0.6494750380432693,0.6642766778509613,0.3505249619567309,0.18862321689903846,0.43992125572115415,0.14772765343269229,0.22372787396634614,0.2028878705769231,0.4059746748028847,0.2631451771586538,0.12799227746634614,0.08022125001442307,0.26951689318269223,0.5230336308846153,0.1272282259230769,0.632947175985577,0.3670528240144232,0.11171348525,0.2537590218269233,0.09584934592788455,0.14116872876923076,0.6541728671153844,0.3458271328846155,0.0518877389278846,0.6458305036201921,0.10888291726442306,0.3541694963798076
Duodenum,0.31065380792307695,0.6583516484615385,0.6893461920769232,0.34164835153846157,0.17210203753846148,0.4757227270769231,0.10977085176923078,0.24240438384615384,0.22184012569230774,0.2023662743076923,0.3623602200769231,0.13511271146153844,0.14136752138461542,0.5452625153076923,0.3133699633846154,0.2570598094615384,0.6525641025384616,0.7429401905384615,0.34743589746153847,0.2129002519230769,0.37685257876923084,0.08614888176923076,0.32409828746153846,0.055801659692307694,0.16451747615384615,0.15272897576923078,0.042751542769230766,0.05088682946153847,0.20441734853846152,0.4930604753846154,0.08257939861538463,0.45892293692307695,0.6444611840000001,0.541077063076923,0.35553881600000004,0.22399228384615383,0.3774059662307693,0.07469454653846155,0.32390720330769235,0.2684343013076923,0.33098810907692305,0.24251750292307697,0.15806008661538462,0.147971043,0.24669215753846158,0.4296601286923077,0.17567667076923074,0.6084910353846154,0.3915089646153846,0.1763623053846154,0.2781968584615384,0.02645753569230769,0.18150431492307686,0.5937321936923077,0.4062678063076924,0.06591895284615384,0.6903519557692308,0.10313699515384617,0.3096480442307693
Esophagus,0.3031685008749999,0.6931614301562501,0.696831499125,0.30683856984375,0.24454744893749997,0.4417610726874999,0.13605559496875,0.1776358833125,0.24601934925000002,0.24822903309375002,0.24886524553125,0.12296474543750001,0.1520618608125,0.630032576875,0.21790556221875,0.22558116100000003,0.6912326388437499,0.7744188390000001,0.30876736115625,0.21565500890625,0.40451646356249993,0.09092589206249999,0.288902635375,0.10259423743749997,0.15925992240625003,0.16864789415624998,0.07461335153124998,0.08059013225000002,0.21602237090625,0.41321155415625005,0.1129204594375,0.2768107635,0.6465171941250002,0.7231892365000002,0.3534828058750001,0.21069901725,0.5292098755,0.08890340278125002,0.2336877045625,0.24055497040625,0.39438103334374996,0.2497179960625,0.11534600015625002,0.05977940796875,0.3147890909687501,0.49858448234375,0.1268470186875,0.5958072768750001,0.40419272312500004,0.14878765993749998,0.26265378265625,0.039091457437500005,0.17827332143749997,0.5686341801875001,0.43136581981250005,0.06403378340624999,0.65665577290625,0.11322170015624998,0.34334422709375
Fallopian Tube,0.3676829339090908,0.597250617,0.6323170660909092,0.402749383,0.2545623308181818,0.35605309660606055,0.18260758933333338,0.20677698318181822,0.21031064306060604,0.26647296918181823,0.24802450884848484,0.12972460315151518,0.14912893927272727,0.48094883739393945,0.3699222232121212,0.27155684136363634,0.6435051329393939,0.7284431586363637,0.356494867060606,0.31800206230303035,0.31915831812121204,0.10024866542424242,0.26259095430303026,0.10034319560606063,0.2203450603030303,0.16604098545454543,0.054935606696969695,0.06672152666666666,0.22412453281818182,0.4119464650606061,0.1254097425151515,0.35978474963636364,0.6126515270909092,0.6402152503636365,0.3873484729090909,0.18195835927272724,0.43623180181818183,0.1161896508181818,0.26562018812121213,0.27457805184848477,0.33386309906060596,0.2573201347272727,0.13423871436363638,0.09668205672727272,0.25966070393939394,0.4961495002424242,0.14750773893939392,0.599316725,0.40068327499999995,0.1303262034545455,0.22674386442424246,0.07584433318181816,0.1708880268787879,0.5970754241818182,0.4029245758181818,0.05346562403030303,0.5941903634242425,0.11833210875757574,0.40580963657575764
Gallbladder,0.364975727125,0.591733871,0.635024272875,0.40826612900000003,0.13597524149999998,0.4848505435,0.103736413,0.275437801875,0.2451223515,0.23180898462500002,0.2013231865,0.17190042212499998,0.16613756612500002,0.55178571425,0.2820767195,0.23152788074999997,0.574278711375,0.7684721192500001,0.425721288625,0.215382697875,0.354902394875,0.170677906125,0.259037001,0.09569454999999999,0.16570783,0.1954779185,0.09667416350000002,0.04733534075,0.19003072262499998,0.41906741625000005,0.16658086087500001,0.40951140762500005,0.570299206125,0.5904885923750001,0.42970079387500004,0.202598215125,0.394601338375,0.082869476625,0.31993096987499997,0.2640225455,0.341228316625,0.24711448099999997,0.147634656875,0.118081564875,0.22646764,0.46433297687499997,0.19111781787499998,0.5642971611250001,0.43570283887500005,0.129900494125,0.21833484687500002,0.05478121175,0.19327404037499996,0.45321175525,0.54678824475,0.062938822,0.55972560075,0.11404683737499999,0.44027439925
Heart,0.32230874666666665,0.648700049611111,0.6776912533333334,0.35129995038888895,0.2588902931111111,0.41440996272222225,0.11159655327777779,0.21510319105555553,0.13829817305555556,0.250986289,0.18220062072222223,0.11978752105555555,0.13222584233333332,0.6406294752777777,0.2271446822777778,0.26911184611111116,0.6213637306666667,0.730888153888889,0.3786362693333334,0.24209885672222223,0.4221488206111111,0.09231123155555557,0.24344109127777783,0.07857412005555557,0.26789585827777773,0.18360385805555554,0.14942736994444444,0.07528857983333333,0.18946569050000003,0.5089250831666666,0.09477483011111114,0.38600053161111114,0.6745410093333333,0.613999468388889,0.3254589906666666,0.21386014511111112,0.4511214912222223,0.07140734100000001,0.26361102266666664,0.18169508355555555,0.4078343363333333,0.2779620548333333,0.1325085255555556,0.09105431255555556,0.2916631605555555,0.48436622466666673,0.13291630244444447,0.6885255722777778,0.3114744277222223,0.1328902833888889,0.2829227692777778,0.05646777527777777,0.15694536216666669,0.7212101170555556,0.2787898829444444,0.0429063635,0.6417618778333334,0.08863945283333335,0.3582381221666666
Kidney,0.40048101244999995,0.589619225775,0.5995189875500002,0.41038077422499997,0.27541739485,0.392873364575,0.116860051475,0.21484918917500004,0.21816724495,0.26358854102499996,0.21981338055000008,0.10752470847499998,0.15270649567499997,0.5577745018000001,0.28951900247500006,0.2613976338999999,0.591276585775,0.7386023660999999,0.40872341422499997,0.258825174125,0.360099931225,0.11708209465,0.2639928001,0.0959417049,0.2043654968,0.20077451675,0.0609376561,0.073082375075,0.22712458407500002,0.42015520297500003,0.11653009327499997,0.39160238737499997,0.6182995676499999,0.6083976126250001,0.38170043235000006,0.21800277924999997,0.4165176064250001,0.10263996634999999,0.26283964802500004,0.24748964137499999,0.33783914682500005,0.29636512489999994,0.11830608714999999,0.12095460129999998,0.28686422179999993,0.45553905655,0.136642120575,0.633404380525,0.366595619475,0.12581519975,0.23383298357500001,0.07366281135000001,0.19557575605,0.6261630790250001,0.37383692097499993,0.052243253249999996,0.5893553344000002,0.110864491475,0.4106446656
